Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
LAVA A7 Torch+,"₹1,589","₹1,899",16% off,4,"1,759 Ratings & 131 Reviews",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 6.1 cm (2.4 inch) Quarter QVGA Display | 0.3MP + 0MP | 0MP Front Camera | 2575 mAh Battery | Mtk Processor | 1 Year Handset Domestic warranty,32
"realme GT 7T (IceSense Blue, 256 GB)","₹30,999","₹39,999",22% off,4.3,"1,043 Ratings & 103 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | 32MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 8400-MAX Processor | standard 1-year warranty for the device  and a 6-month warranty for accessories,32
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹24,999","₹25,999",3% off,4.4,"1,15,882 Ratings & 6,741 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB | 16.94 cm (6.67 inch) Display | 50MP + 13MP | 32MP Front Camera | 5500 mAh Battery | Dimensity 7400 Processor | 68W Charger | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,32
"REDMI Note 14 Pro 5G (Titan Black, 128 GB)","₹23,999","₹28,999",17% off,4.4,"5,889 Ratings & 395 Reviews",8 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,32
"Apple iPhone 17 Pro Max (Silver, 256 GB)","₹1,34,900","₹1,49,900",10% off,4.8,709 Ratings & 51 Reviews,"256 GB ROM | 17.53 cm (6.9 inch) Super Retina XDR Display | 48MP + 48MP + 48MP | 18MP Front Camera | A19 Chip, 6 Core Processor Processor | Apple One (1) Year Limited Warranty",32
"REDMI 15C 5G (Dusk Purple, 128 GB)","₹20,316","₹21,999",7% off,4.3,164 Ratings & 12 Reviews,8 GB RAM | 128 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,32
Jio V4 BLUE,₹775,"₹1,699",54% off,4,91 Ratings & 12 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 128 MB | 11.43 cm (4.5 inch) QVGA Display | 0.3MP Rear Camera | 0MP Front Camera | 1000 mAh Battery | NA Processor | 1 YEAR,32
BlackZone PEPSO,₹959,"₹1,699",43% off,4.3,64 Ratings & 13 Reviews,32 MB RAM | 32 MB ROM | 2.54 cm (1 inch) Display | 0.3MP Rear Camera | 800 mAh Battery | 1 Year Manufacturer Warranty for Device,32
"vivo V70 FE (Northern Lights Purple, 256 GB)","₹40,999","₹44,999",8% off,4.4,181 Ratings & 23 Reviews,8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Full HD+ AMOLED Display | 200MP + 8MP | 50MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 7360-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,32
"realme P4x 5G (Matte Silver, 128 GB)","₹18,499","₹21,999",15% off,4.4,"8,941 Ratings & 678 Reviews",6 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,32
"realme P4x 5G (Elegant Pink, 128 GB)","₹18,499","₹21,999",15% off,4.4,"8,941 Ratings & 678 Reviews",6 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,32
"realme P4x 5G (Lake Green, 128 GB)","₹18,499","₹21,999",15% off,4.4,"8,941 Ratings & 678 Reviews",6 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,32
"Samsung Galaxy F56 5G (Violet, 128 GB)","₹23,449","₹30,999",24% off,4.4,346 Ratings & 20 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP + 2MP | 12MP Front Camera | 5000 mAh Battery | Exynos 1480 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,32
"IQOO 15R 5G (Triumph Silver, 256 GB)","₹52,990","₹56,999",7% off,4.6,74 Ratings & 5 Reviews,12 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Display | 50MP Rear Camera | 7600 mAh Battery | 12 Months Brand Warranty,32
"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹24,999","₹25,999",3% off,4.4,"1,15,882 Ratings & 6,741 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB | 16.94 cm (6.67 inch) Display | 50MP + 13MP | 32MP Front Camera | 5500 mAh Battery | Dimensity 7400 Processor | 68W Charger | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,32
UiSmart Ui06,"₹1,485","₹2,199",32% off,4,"1,449 Ratings & 128 Reviews",512 MB RAM | 32 MB ROM | Expandable Upto 32 TB | 4.5 cm (1.77 inch) QVGA Display | 2MP + 0MP | 0MP Front Camera | 1050 mAh Battery | Feature Phone Processor | 1 Year For Handset and Six months for Accessories,32
HOTLINE CLASSIC PROLITE,₹480,₹999,51% off,3.4,74 Ratings & 3 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) NA Display | 1.3MP + 0MP | 0MP Front Camera | 1100 mAh Battery | NA Processor | 6 Months Manufacturer Warranty,32
"IQOO 15R 5G (Dark Knight, 256 GB)","₹49,990","₹53,999",7% off,4.7,87 Ratings & 12 Reviews,8 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Display | 50MP Rear Camera | 7600 mAh Battery | 12 Months Brand Warranty,32
"vivo V70 FE (Northern Lights Purple, 256 GB)","₹44,999","₹47,999",6% off,4.3,58 Ratings & 5 Reviews,12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Full HD+ AMOLED Display | 200MP + 8MP | 50MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 7360-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"realme 15T 5G (Suit Titanium, 128 GB)","₹27,999","₹31,999",12% off,4.2,"6,294 Ratings & 441 Reviews",8 GB RAM | 128 GB ROM | 16.69 cm (6.57 inch) Full HD Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh Battery | MediaTek Dimensity 6400 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"OPPO Reno15 Pro Mini 5G (Crystal Pink, 256 GB)","₹59,999","₹64,999",7% off,4.6,542 Ratings & 51 Reviews,12 GB RAM | 256 GB ROM | 16.05 cm (6.32 inch) Full HD+ Display | 200MP + 50MP + 50MP | Yes | 6200 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"Samsung Galaxy S26 Ultra 5G (Sky Blue, 256 GB)","₹1,30,999","₹1,39,999",6% off,4.6,419 Ratings & 84 Reviews,12 GB RAM | 256 GB ROM | 17.53 cm (6.9 inch) Quad HD+ Display | 200MP + 50MP | 12MP Front Camera | 5000 mAh Li-ion Battery | Snapdragon 8 Elite Gen 5 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,33
Easyfone Royale,"₹5,100","₹5,990",14% off,4.1,"1,575 Ratings & 153 Reviews","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 7.11 cm (2.8 inch) QVGA Display | 0.3MP Rear Camera | 0MP Front Camera | 1150 mAh Battery | Easy to Dial, Use and Charge | Clear Sound with Sound Boost Option | Configure Easyfone Remotely from Anywhere | 1 Year for Handset",33
"vivo X300 (Mist Blue, 256 GB)","₹75,999","₹83,999",9% off,4.7,"1,149 Ratings & 148 Reviews",12 GB RAM | 256 GB ROM | 40.74 cm (16.04 cm) Display | 200MP + 50MP + 50MP | 50MP Front Camera | 6040 mAh Battery | Dimensity 9500 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,33
Jmax DELUXE 6,₹599,₹999,40% off,4,718 Ratings & 58 Reviews,32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 1 Year Manufacturer warranty,33
"Samsung Galaxy S25 5G (Silver Shadow, 256 GB)","₹62,999","₹80,999",22% off,4.6,"2,873 Ratings & 336 Reviews",12 GB RAM | 256 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 10MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Elite Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,33
itel Ace2 Heera | King Talker | Auto Call Recording | Expendable Storage32GB,₹990,"₹1,099",9% off,4,409 Ratings & 19 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) Display | 1000 mAh Battery | 1 year manufacturer Warranty,33
"realme GT 7T (Racing Yellow, 256 GB)","₹33,499","₹42,999",22% off,4.4,627 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | 32MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 8400-MAX Processor | standard 1-year warranty for the device  and a 6-month warranty for accessories,33
"Infinix Note 12 (Force Black, 64 GB)","₹11,999","₹15,999",25% off,4.2,"28,153 Ratings & 2,655 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB | 17.02 cm (6.7 inch) Full HD+ AMOLED Display | 50MP + 2MP Depth + AI Lens | 16MP Front Camera | 5000 mAh Li-ion Polymer Battery | MediaTek Helio G88 Processor | 1 Year on Handset and 6 Months on Accessories,33
"vivo X300 (Summit Red, 512 GB)","₹85,999","₹93,999",8% off,4.5,74 Ratings & 8 Reviews,16 GB RAM | 512 GB ROM | 40.74 cm (16.04 cm) Display | 200MP + 50MP + 50MP | 50MP Front Camera | 6040 mAh Battery | Dimensity 9500 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,33
"realme C85 5G (Parrot Purple, 128.0 GB)","₹20,999","₹24,999",16% off,4.3,181 Ratings & 11 Reviews,4 GB RAM | 128.0 GB ROM | 17.27 cm (6.8 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,33
"Samsung Galaxy S26 Ultra 5G (White, 512 GB)","₹1,50,999","₹1,59,999",5% off,4.6,419 Ratings & 84 Reviews,12 GB RAM | 512 GB ROM | 17.53 cm (6.9 inch) Quad HD+ Display | 200MP + 50MP | 12MP Front Camera | 5000 mAh Li-ion Battery | Snapdragon 8 Elite Gen 5 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,33
"REDMI A7 Pro (Black, 64 GB)","₹11,499","₹15,999",28% off,3.3,24 Ratings & 2 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) HD+ Display | 13MP Rear Camera | 8MP Front Camera | 6300 mAh Lithium-Ion Battery | T7250 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,33
Jio Bharat v4 black with upi,₹787,"₹1,699",53% off,3.8,365 Ratings & 32 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 128 MB | 11.43 cm (4.5 inch) QVGA Display | 0.3MP Rear Camera | 0MP Front Camera | 1000 mAh Battery | NA Processor | 1 year,33
"Samsung Galaxy S25 FE 5G (Jetblack, 512 GB)","₹62,999","₹77,999",19% off,4.5,383 Ratings & 32 Reviews,8 GB RAM | 512 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 12MP + 8MP | 12MP Front Camera | 4900 mAh Li-ion Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,33
"IQOO 15R 5G (Dark Knight, 256 GB)","₹53,999","₹56,999",5% off,4.6,74 Ratings & 5 Reviews,12 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Display | 50MP Rear Camera | 7600 mAh Battery | 12 Months Brand Warranty,33
"IQOO 15R 5G (Triumph Silver, 256 GB)","₹48,990","₹49,999",2% off,4.7,87 Ratings & 12 Reviews,8 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Display | 50MP Rear Camera | 7600 mAh Battery | 12 Months Brand Warranty,33
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹67,499","₹84,999",20% off,4.4,484 Ratings & 82 Reviews,16 GB RAM | 1 TB ROM | 17.27 cm (6.8 inch) Super HD Display | 50MP + 50MP + 50MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8 Gen 5 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,33
"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹31,999","₹41,999",23% off,4.3,276 Ratings & 24 Reviews,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | 8s Gen 4 Mobile Platform Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33
"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)","₹23,999","₹28,999",17% off,4.4,"5,889 Ratings & 395 Reviews",8 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,33
"realme Narzo Power (Titan Blue, 256 GB)","₹26,099","₹37,999",31% off,4.1,7 Ratings & 1 Reviews,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 10001 mAh Battery | 12 months,34
LAVA A1 Tejas,"₹1,154","₹1,499",23% off,4,8 Ratings & 1 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 5.08 cm (2 inch) Quarter QVGA Display | 0.3MP + 0MP | 0MP Front Camera | 1000 mAh Battery | Mtk Processor | 1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,34
"POCO X7 5G (Glacier Green, 256 GB)","₹19,999","₹27,999",28% off,4.3,"28,853 Ratings & 2,310 Reviews",8 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34
LAVA A1 Josh,"₹1,099","₹1,499",26% off,4.2,"23,027 Ratings & 2,139 Reviews",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 800 mAh Battery | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,34
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
"POCO C85x Charger in the Box (Emerald Green, 64 GB)","₹11,999","₹20,999",42% off,4,850 Ratings & 49 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) HD+ Display | 32MP Rear Camera | 6300 mAh Lithium-Ion Polymer Battery | T8300 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34
leysky hotline H312 Amaze Keypad Phone,₹666,₹999,33% off,4,8 Ratings & 1 Reviews,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB | 1.68 cm (0.66 inch) NA Display | 0.3MP Rear Camera | 1100 mAh Battery | Mediatek Processor | 3 months warranty,34
"POCO X8 Pro (Iron man edition, 256 GB)","₹37,999","₹48,999",22% off,4.4,315 Ratings & 57 Reviews,12 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Full HD+ AMOLED Display | 50MP + 8MP | 20MP Front Camera | 6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery | Dimensity 8500-Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34
"Apple iPhone 16 Plus (Pink, 256 GB)","₹87,900","₹89,900",2% off,4.6,"3,979 Ratings & 238 Reviews","256 GB ROM | 17.02 cm (6.7 inch) Super Retina XDR Display | 48MP + 12MP | 12MP Front Camera | A18 Chip, 6 Core Processor Processor | 1 year warranty for phone and 1 year warranty for in Box Accessories.",34
"OPPO Reno15 Pro Mini 5G (Glacier White, 256 GB)","₹59,999","₹64,999",7% off,4.6,542 Ratings & 51 Reviews,12 GB RAM | 256 GB ROM | 16.05 cm (6.32 inch) Full HD+ Display | 200MP + 50MP + 50MP | Yes | 6200 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
"vivo X300 (Mist Blue, 512 GB)","₹85,999","₹93,999",8% off,4.5,74 Ratings & 8 Reviews,16 GB RAM | 512 GB ROM | 40.74 cm (16.04 cm) Display | 200MP + 50MP + 50MP | 50MP Front Camera | 6040 mAh Battery | Dimensity 9500 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,34
"vivo V70 (Lemon Yellow, 256 GB)","₹53,999",,,4.4,178 Ratings & 18 Reviews,12 GB RAM | 256 GB ROM | 16.74 cm (6.59 inches) Full HD+ AMOLED Display | 50MP + 50MP + 8MP | Yes | 6500 mAh Li-ion battery Battery | Snapdragon 7 Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,34
"vivo X300 (Mist Blue, 512 GB)","₹81,990","₹89,999",8% off,4.7,"1,149 Ratings & 148 Reviews",12 GB RAM | 512 GB ROM | 40.74 cm (16.04 cm) Display | 200MP + 50MP + 50MP | 50MP Front Camera | 6040 mAh Battery | Dimensity 9500 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,34
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹33,999",,,4.4,"77,238 Ratings & 4,996 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 16.76 cm (6.6 inch) Full HD+ Display | 50MP + 8MP + 5MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1380 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,34
"vivo X300 (Elite Black, 512 GB)","₹85,999","₹93,999",8% off,4.5,74 Ratings & 8 Reviews,16 GB RAM | 512 GB ROM | 40.74 cm (16.04 cm) Display | 200MP + 50MP + 50MP | 50MP Front Camera | 6040 mAh Battery | Dimensity 9500 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,34
"realme P4 Pro 5G (Birch Wood, 256 GB)","₹29,999","₹32,999",9% off,4.4,"4,112 Ratings & 337 Reviews",12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Mobile Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
"realme P4 Pro 5G (Dark Oak Wood, 256 GB)","₹27,999","₹30,999",9% off,4.4,"18,129 Ratings & 1,468 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Mobile Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
itel King Signal Keypad Mobile | Type C Charging | Auto Call recording | Triple Sim,"₹1,390","₹1,899",26% off,4,101 Ratings & 9 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 5.08 cm (2 inch) Display | 0.3MP Rear Camera | 1500 mAh Battery | 12+1 months manufacturer warranty,34
"LAVA Blaze AMOLED 2 5G (Midnight Black, 128 GB)","₹15,890","₹16,999",6% off,4.3,147 Ratings & 22 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,34
"REDMI Note 14 Pro 5G (Ivy Green, 256 GB)","₹25,999","₹30,999",16% off,4.4,"5,889 Ratings & 395 Reviews",8 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34
leysky Bold V1 Luxury Magic Voice Keypad Phone,"₹2,490","₹2,999",16% off,4.3,21 Ratings & 1 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) VGA Display | 0.3MP Rear Camera | 1000 mAh Battery | Mediatek Processor | 3 months warranty,34
"Samsung Galaxy F17 5G (Violet Pop, 128 GB)","₹17,990","₹25,999",30% off,4.3,146 Ratings & 7 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP | 13MP Front Camera | 5000 mAh Battery | Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,34
"realme 15x 5G (Maroon Red, 128 GB)","₹23,999","₹28,999",17% off,4.3,"3,541 Ratings & 249 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 50MP Front Camera | 7000 mAh Battery | Dimensity 6300 6nm Octa-core chipset Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35
"POCO M7 5G  - Locked with Airtel Prepaid (Satin Black, 128 GB)","₹12,999",,,4.1,"77,088 Ratings & 3,683 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.48 cm (6.88 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 5160 mAh Battery | 4 Gen 2 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,35
"POCO C81x (Ice Blue, 64 GB)","₹9,999","₹18,999",47% off,3.9,9 Ratings & 1 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.48 cm (6.88 inch) Display | 13MP Rear Camera | 8MP Front Camera | 5200 mAh Lithium-Ion Polymer Battery | T7250 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,35
Kechaoda K115,₹999,"₹1,499",33% off,4.1,"44,068 Ratings & 2,724 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB | 3.66 cm (1.44 inch) NA Display | 0.3MP + 0MP | 0MP Front Camera | 850 mAh Battery | NA Processor | 3 Months Company Warranty,35
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹28,999",,,4.5,"11,336 Ratings & 621 Reviews",8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 50MP Rear Camera | 7100 mAh Battery | 1 Year Warranty,35
"Samsung Galaxy A26 5G (Awesome black, Black, 128 GB)","₹23,600","₹27,999",15% off,4,387 Ratings & 31 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1380 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"realme Narzo 100 Lite 5G (Frost Silver, 128 GB)","₹17,949","₹31,999",43% off,,,6 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35
"LAVA Agni 3 5G (Pristine Glass, 128 GB)","₹21,499","₹25,999",17% off,3.8,348 Ratings & 35 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,35
"OPPO Reno15 5G (Glacier White, 512 GB)","₹55,999","₹59,999",6% off,4.5,316 Ratings & 21 Reviews,12 GB RAM | 512 GB ROM | 16.74 cm (6.59 inch) Full HD+ Display | 50MP + 50MP + 8MP | Yes | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35
"OPPO Reno15 5G (Glacier White, 256 GB)","₹47,999","₹49,999",4% off,4.5,606 Ratings & 67 Reviews,8 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Full HD+ Display | 50MP + 50MP + 8MP | Yes | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35
