Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
"Ai+ Nova 2 5G (Purple, 128 GB)","₹12,999","₹14,999",13% off,4.3,359 Ratings & 15 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 6000 mAh Battery | T8200 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4
"realme P4 Lite 5G (Mosaic Green, 128 GB)","₹14,499","₹20,999",30% off,4.2,"1,715 Ratings & 111 Reviews",4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inches) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 7000 mAh lithium-ion polymer Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4
"Nokia 130 Music Dual Sim with Music Player, Dedicated Music Buttons","₹1,959","₹2,199",10% off,3.9,"25,341 Ratings & 1,394 Reviews",4 MB RAM | 4 MB ROM | 6.1 cm (2.4 inch) Display | 0MP Front Camera | 1450 mAh Battery | 6261D Processor | NA,4
hmd 110 Dual Sim Keypad Phone with Built-in Scan & Pay UPI App,"₹1,269","₹1,799",29% off,3.9,899 Ratings & 59 Reviews,4 MB RAM | 4 MB ROM | 5.08 cm (2 inch) NA Display | 0.2MP Rear Camera | 1000 mAh Battery | 1 Year Replacement Warranty For Device And 6 Months Manufacturer Warranty For Inbox Accessories Including Battery From The Date of Purchase,4
"Ai+ Pulse 1 (Black, 128 GB)","₹9,999",,,4,"8,675 Ratings & 531 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T615 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4
"Samsung Galaxy M06 5G (Blazing Black, 64 GB)","₹11,799","₹12,499",5% off,4.1,547 Ratings & 36 Reviews,4 GB RAM | 64 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4
"realme P4 Lite 5G (Mosaic Green, 128 GB)","₹16,499","₹22,999",28% off,4.3,522 Ratings & 42 Reviews,6 GB RAM | 128 GB ROM | 17.27 cm (6.8 inches) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 7000 mAh lithium-ion polymer Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4
"realme P4 Lite 5G (Mosaic Blue, 64 GB)","₹13,499","₹19,999",32% off,4.2,"1,715 Ratings & 111 Reviews",4 GB RAM | 64 GB ROM | 17.27 cm (6.8 inches) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 7000 mAh lithium-ion polymer Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4
LAVA A1 Josh BOL,"₹1,069","₹1,399",23% off,4.1,"24,092 Ratings & 1,065 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 4.5 cm (1.77 inch) Quarter QVGA Display | 1000 mAh Battery | 1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4
"Ai+ Nova 5G (Purple, 128 GB)","₹10,999",,,4.1,"26,176 Ratings & 1,815 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T8200 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹26,991","₹26,999",,4.3,809 Ratings & 54 Reviews,12 GB RAM | 256 GB ROM | 17.2 cm (6.77 inch) Display | 50MP Rear Camera | 5700 mAh Battery | 1 Year Warranty,4
"OPPO K14x 5G (Prism Violet, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5
"OPPO K14x 5G (Icy Blue, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5
HOTLINE TIGER,₹599,₹999,40% off,3.5,54 Ratings & 1 Reviews,32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 1.3MP Rear Camera | 2500 mAh Battery | NA,5
KARBONN BHARAT K1 4G,₹999,"₹1,499",33% off,3.7,"2,287 Ratings & 132 Reviews",20 MB RAM | 40 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) Display | 2MP Rear Camera | 1000 mAh Battery | 1 Year Warranty,5
"Samsung M36 5G (Serene Green / Light Green, 128 GB)","₹18,467","₹24,499",24% off,4.1,657 Ratings & 40 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 Year Warranty,5
LAVA A3 Torch,"₹1,339","₹1,649",18% off,4.1,926 Ratings & 53 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) HVGA Display | 0.3MP + 0MP | 0MP Front Camera | 1750 mAh Battery | Mtk Processor | 1 Year Handset Domestic warranty,5
"Samsung Galaxy M07 (Black, 64 GB)","₹9,628","₹10,999",12% off,4.3,408 Ratings & 24 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 5000 mAh Battery | Helio G99 Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5
Kechaoda K33,₹998,"₹2,200",54% off,4,"11,218 Ratings & 620 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB | 3.66 cm (1.44 inch) NA Display | 0.3MP + 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 1 Year Manufacturer Warranty,5
Jmax Super 2,₹599,₹999,40% off,3.9,"2,385 Ratings & 186 Reviews",32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 1100 mAh Battery | 3 months Domestic Warranty,5
"realme P4x 5G (Lake Green, 256 GB)","₹20,999",,,4.3,"4,383 Ratings & 325 Reviews",8 GB RAM | 256 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5
"realme Narzo 90X 5G (Marine Blue, 128 GB)","₹15,722","₹15,999",1% off,4.1,74 Ratings & 7 Reviews,4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5
Kechaoda A26,₹899,"₹1,499",40% off,4,"30,888 Ratings & 1,653 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 1.68 cm (0.66 inch) QVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 3 Months Company Warranty,5
"MOTOROLA g57 power 5G (Pantone Fluidity, 128 GB)","₹17,999",,,4.4,"38,536 Ratings & 2,292 Reviews",8 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 8MP | 8MP Front Camera | 7000 mAh Battery | 6s Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,5
Kechaoda K115,₹999,"₹1,499",33% off,4.1,"44,068 Ratings & 2,724 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 3.66 cm (1.44 inch) QVGA Display | 0.3MP + 0MP | 0MP Front Camera | 850 mAh Battery | NO Processor | 3 Months Company Warranty,5
G'Five U 339,₹599,₹999,40% off,3.8,148 Ratings & 5 Reviews,32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 3000 mAh Battery | 3 Month Manufacturer Warranty,5
"POCO M7 5G (Satin Black, 128 GB)","₹13,499","₹13,999",3% off,4.3,"18,381 Ratings & 885 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.48 cm (6.88 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 5160 mAh Battery | 4 Gen 2 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5
"POCO C81x (Crystal Black, 64 GB)","₹9,999","₹18,999",47% off,3.9,9 Ratings & 1 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.48 cm (6.88 inch) Display | 13MP Rear Camera | 8MP Front Camera | 5200 mAh Lithium-Ion Polymer Battery | T7250 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5
"Nokia 110 4G Dual Sim, Camera, FM Radio, MP3 Player, Long-Lasting Battery","₹2,499","₹3,299",24% off,3.8,"3,829 Ratings & 202 Reviews",32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.08MP Rear Camera | 1450 mAh Battery | T107 Processor | No Warranty on this Product,5
"Nokia 106 4G Dual Sim Keypad Phone, Built-in UPI Payments App, MP3 Player","₹2,299","₹2,999",23% off,3.9,"5,436 Ratings & 344 Reviews",32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 0MP | 0MP Front Camera | 1450 mAh Battery | Unisoc T107 Processor | 1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,5
itel it5262,"₹1,436","₹1,599",10% off,4,"2,889 Ratings & 151 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 6.1 cm (2.4 inch) Display | 0.8MP Rear Camera | 2000 mAh Battery | 1 Year Manufacturer Warranty,5
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹16,999",,,4.3,"7,922 Ratings & 460 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP AI Dual Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5
LAVA A2 Smart,"₹1,283","₹1,549",17% off,4,"1,172 Ratings & 64 Reviews",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB | 6.1 cm (2.4 inch) HVGA Display | 1.3MP + 0MP | 0MP Front Camera | 1200 mAh Battery | Mtk Processor | 1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5
"Tecno Pova 7 Pro 5G (Neon Cyan, 256 GB)","₹19,374","₹23,999",19% off,4.4,"5,041 Ratings & 502 Reviews",8 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 64MP + 8MP | 13MP Front Camera | 6000 mAh Battery | Dimensity 7300 Ultimate Processor | 1 Year Manufacturer Warranty for Phone,5
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"Samsung Galaxy A07 LTE (Light Violet, 64 GB)","₹10,239","₹10,499",2% off,4.3,396 Ratings & 23 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 5000 mAh Battery | Helio G99 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,6
"OPPO K14 5G (Icy Blue, 128 GB)","₹19,999","₹25,999",23% off,4.3,491 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
MOTOROLA Moto A100,"₹1,049","₹1,499",30% off,4,176 Ratings & 14 Reviews,4 MB RAM | 36 MB ROM | Expandable Upto 0 MB | 3.66 cm (1.44 inch) HQVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | Mtk Processor | 2 Years Domestic Replacement Warranty,6
"Ai+ Nova 5G (Blue, 128 GB)","₹10,999",,,4.1,"26,176 Ratings & 1,815 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T8200 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,6
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","₹29,999","₹36,999",18% off,4.3,"49,723 Ratings & 3,701 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP + 50MP + 10MP | 50MP Front Camera | 6000 mAh Battery | Dimensity 8350 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,6
itel Ace 3 Shine,₹899,"₹1,249",28% off,4.1,"1,746 Ratings & 75 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) QVGA Display | 1000 mAh Battery | Unisoc Processor | 1 year manufacturer Warranty,6
itel Ace 3 Shine,₹879,"₹1,249",29% off,4.1,"1,746 Ratings & 75 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) QVGA Display | 1000 mAh Battery | Unisoc Processor | 1 year manufacturer Warranty,6
"OPPO K14x 5G (Icy Blue, 128 GB)","₹18,999","₹19,999",5% off,4.3,"1,268 Ratings & 67 Reviews",6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"Ai+ Pulse 1 (Green, 128 GB)","₹9,999",,,4,"8,675 Ratings & 531 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T615 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,6
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999","₹36,999",18% off,4.3,"49,723 Ratings & 3,701 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP + 50MP + 10MP | 50MP Front Camera | 6000 mAh Battery | Dimensity 8350 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,6
"Apple iPhone 16 (Teal, 128 GB)","₹62,900","₹69,900",10% off,4.6,"1,92,398 Ratings & 6,752 Reviews","128 GB ROM | 15.49 cm (6.1 inch) Super Retina XDR Display | 48MP + 12MP | 12MP Front Camera | A18 Chip, 6 Core Processor Processor | 1 year warranty for phone and 1 year warranty for in Box Accessories.",6
"REDMI Note 15 SE 5G (Crimson Reserve, 128 GB)","₹19,999","₹24,999",20% off,4.2,838 Ratings & 95 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.2 cm (6.77 inch) Full HD+ AMOLED Display | 50MP Rear Camera | 20MP Front Camera | 5800 mAh Lithium-Ion Polymer Battery | Snapdragon 6 Gen 3 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6
"Ai+ Nova 2 5G (Purple, 128 GB)","₹12,999","₹14,999",13% off,4.3,359 Ratings & 15 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 6000 mAh Battery | T8200 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,6
"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)","₹14,633","₹17,999",18% off,4.3,602 Ratings & 33 Reviews,4 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,6
Samsung Guru Music 2 B310ED,"₹1,996","₹2,498",20% off,3.1,"32,716 Ratings & 2,227 Reviews",32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 800 mAh Battery | NO WARRANTY,6
"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)","₹17,999",,,4.4,"38,536 Ratings & 2,292 Reviews",8 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 8MP | 8MP Front Camera | 7000 mAh Battery | 6s Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,6
"OPPO K14 5G (Prism Violet, 128 GB)","₹19,999","₹25,999",23% off,4.3,491 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"OPPO K14 5G (Icy Blue, 256 GB)","₹21,999","₹27,999",21% off,4.3,491 Ratings & 31 Reviews,6 GB RAM | 256 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"Apple iPhone 15 (Blue, 256 GB)","₹64,900","₹69,900",7% off,4.6,"2,45,103 Ratings & 9,191 Reviews","256 GB ROM | 15.49 cm (6.1 inch) Super Retina XDR Display | 48MP + 12MP | 12MP Front Camera | A16 Bionic Chip, 6 Core Processor Processor | 1 year warranty for phone and 1 year warranty for in Box Accessories.",6
"OPPO K14x 5G (Prism Violet, 128 GB)","₹16,999","₹17,999",5% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"OPPO K14x 5G (Prism Violet, 128 GB)","₹18,999","₹19,999",5% off,4.3,"1,268 Ratings & 67 Reviews",6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"OPPO K14x 5G (Prism Violet, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"OPPO K14x 5G (Icy Blue, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6
"OPPO K14x 5G (Prism Violet, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7
"OPPO K14x 5G (Icy Blue, 64 GB)","₹14,999","₹19,999",25% off,4.3,"2,305 Ratings & 142 Reviews",4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens | 6500 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7
"realme Narzo 90x 5G (Flash Blue, 128 GB)","₹17,699","₹17,999",1% off,4.4,655 Ratings & 32 Reviews,8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 12 Months Brand Warranty,7
"Ai+ Pulse 2 (Blue, 128 GB)","₹9,999","₹11,999",16% off,3.9,"1,566 Ratings & 117 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 6000 mAh Battery | T7250 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,7
Samsung Guru Music 2 B310ED,"₹1,996","₹2,498",20% off,3.1,"32,716 Ratings & 2,227 Reviews",32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 800 mAh Battery | NO WARRANTY,7
"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)","₹17,999",,,4.4,"38,536 Ratings & 2,292 Reviews",8 GB RAM | 128 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 8MP | 8MP Front Camera | 7000 mAh Battery | 6s Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,7
